"doc_id","text","dropped"
"11450 Ugx8EvAErZED3M97HMB4AaABAg","Monica Alba can get it.",NA
"11471 UgyFu3dGsXwuPA5_BoN4AaABAg","The antichrist succeeds in all he does.",NA
"11482 UgxRcZgnZw9GRT_Ui5Z4AaABAg","Ain't got any gas in it",NA
"11493 UgxrRa2bJSDmJvgiJOV4AaABAg","This is so sad",NA
"11499 UgxMqMUqzKTlnF0xDWJ4AaABAg","CUT OUT THE YEAHS",NA
"11501 UgzxMcyxgUXk5SE6nUB4AaABAg","'J.............. Plantation.............C'",NA
"11505 UgyPG-iaE9jGrQ981Jx4AaABAg","This is the weird SNL skit I’ve seen yet 🧐",NA
"11520 Ugz566iEesJmmQR08Bd4AaABAg","Meet depressed",NA
"11530 UgyyTYY0pFrG5WL9OCt4AaABAg","‘What you resist, persists’!",NA
"11531 UgyQTiaTZjDPEoK4TYR4AaABAg","The End: Translation, this Sunday.",NA
"11546 Ugxl-dvXvA7ywFYIymh4AaABAg","Lies",NA
"11580 UgzAvh0D9jKG2IM6DuZ4AaABAg","Ben Wikler is an excellent propagandist.",NA
"11631 UgzFzLyWFg_BZbmpu_h4AaABAg","He was jet-lagged.",NA
"11635 UgzWxg7qAC66Ltj4qzB4AaABAg","💙🇺🇸💙🇺🇸",NA
"11641 Ugy9XYuijEBbITAgKG94AaABAg","…Rep Doggett? …from Texas?…The RED state!🤬",NA
"11654 Ugy_SjRdmJALbsAHEL54AaABAg","NOPE",NA
"11672 UgzKoLudq0-ZnUclf-B4AaABAg","❌Trump
❌Biden
✅Donald Duck",NA
"11677 UgwrHDhatbVUHgNUQH14AaABAg","😂😂😂😂😂",NA
"11735 Ugxj7kfCx7CyoSG3zN14AaABAg","RFK JR 2024🇺🇸🇺🇸🇺🇸🇺🇸",NA
"11749 Ugzd_20fkiTjP6zCqgt4AaABAg","LIERS!!!!!!!!! 🤢🤮",NA
"11773 UgyF_M2VFjcEQNmYXqZ4AaABAg","#FourMoreYearsB.",NA
"11779 UgwXQ6bTO8Ae8syM7dp4AaABAg","Rock and Roll with Papa Joe 👍🎸",NA
"11783 UgyG9fGglzuEeD4Q_BV4AaABAg","This hubris is shameful",NA
"11785 Ugw32U2IPRRpqJnU9lZ4AaABAg","This is what our for fathers warned us about",NA
"11804 Ugy5Oj8XyPH65AJnMU14AaABAg","#VOTEBLUE2024💙🇺🇸💙🇺🇸💙🇺🇸💙💙🇺🇸💙🇺🇸💙🇺🇸💙",NA
"11808 UgxPs3Lb8geKxP9SaiF4AaABAg","YUGE snowflakes in Wisconsin!",NA
"11810 UgywnnCGAu3wGKPoG9x4AaABAg","Bs",NA
"11815 Ugz5ZxvDEbmW8I6gbkd4AaABAg","😅",NA
"11844 UgxCMdCbBgZTXGvpMm54AaABAg","Is that whoppi Goldberg!",NA
"11876 UgxF5w1Y9pA1v3cLdmZ4AaABAg","We draining the swamp!",NA
"11882 UgwO9edhfGecydSyW814AaABAg","Shutup Ben!",NA
"11889 UgwSsmz4hh60c7UfSRx4AaABAg","RFK",NA
"11891 UgyC5AE6_BWUtyVQ0DV4AaABAg","RFK",NA
"11893 UgzN6kDAFRZln2ZOitV4AaABAg","RFK",NA
"11936 UgxjBVMXqoKUuVQmBMJ4AaABAg","😂",NA
"11944 Ugx-iX0JmYeHCufNvRB4AaABAg","I would VOTE4biden on a respirator B4 i would VOTE4trump",NA
"11952 Ugx7KzmyNFc1-68wLeB4AaABAg","🫡🫡🫡💪🏽💪🏽💪🏽💙💙💙",NA
"12005 UgyzpZytEMa-nRnoYn54AaABAg","Yeah Joe.  👏👏👏👏👏👏👏👏👏👏👏👏👏👏👏💙🇺🇸💙🇺🇸💙🇺🇸🇺🇸💙🇺🇸💙",NA
"12022 UgyCJwNM94CQgqAoHy54AaABAg","He’s toast!",NA
"12035 Ugw-XNyfgp_CigYccVx4AaABAg","that pole is lie",NA
"12085 UgzupcM5E7pIx1WvXCh4AaABAg","Until the end of what thou",NA
"12103 Ugzg0lCvL5Y85y72P0x4AaABAg","Nixon 2.0",NA
"12109 UgwFDPYyfdeaqrHqp4Z4AaABAg","BIDEN🗳️🇺🇸💙🙏🏽🗽",NA
"12137 UgzYAF9CV3gf6TVU2hR4AaABAg","Delivered what?",NA
"12177 UgyEdY7nfXMZLw7liFN4AaABAg","He’s not going anywhere",NA
"12187 Ugx4tOKnX_pm_RzpxIl4AaABAg","This is unbelievable! So infuriating!!!!",NA
"12205 UgznCj4lO48KRjJrp9R4AaABAg","This Ben Wikler is a paid for tool.",NA
"12236 Ugy9PdFPUp2I3NIh00h4AaABAg","Go Joe! 🇺🇸",NA
"12256 Ugzs84n_meKRTUfWSQd4AaABAg","The End",NA
"12273 Ugwx5bJmswQK5OpGuMF4AaABAg","It may be the end",NA
"12294 Ugzkm_e6YuOg66mOkNx4AaABAg","We with you Joe",NA
"12346 UgzMsQ7rkBT4eKTspI54AaABAg","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉😂🎉🎉😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",NA
"12364 Ugzz70Wts7CLoJZoTQJ4AaABAg","Oof.",NA
"12365 Ugx7RCBGIeJjGtAl9-F4AaABAg","RFK2024",NA
"12409 UgycnjFCujx07DNQK6F4AaABAg","👎",NA
"12420 UgxvmznwlJgApzuv1jp4AaABAg","And it may end Americs",NA
"12439 UgwX-YRyjNN68DqPvTN4AaABAg","Lie lie lie",NA
"12445 Ugxi7AUHG_OGBueFl0h4AaABAg","🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤦‍♀️🤡💩",NA
"12467 UgyzI0pUNZ1W2703hcl4AaABAg","🌀🌊🌊🌊💧💧🫂🗣️💙💙💙💙",NA
"12502 UgxzUnUWhIQoKiaEe1x4AaABAg","🙏💙💙😇🇱🇷🌏👍",NA
"12507 UgxOAMAJw0kVMLLcJmZ4AaABAg","This may be the end.",NA
"12515 UgypHJ8aZnERlSS9Tkd4AaABAg","Honesty?  SERIOUSLY?",NA
"12520 Ugzo5qHJ8sKz33b8Ol54AaABAg","Hakim Jeffries 2024!",NA
"12541 UgxYrsjh_T3BUnSXL_V4AaABAg","😂😂😂😂😂😂🎉😂😂😂",NA
"12563 UgxxoPHvYIgwIOvFqCV4AaABAg","What a hardheaded old fart",NA
"12572 UgzO0eD76E0clZhnoYB4AaABAg","His end lol",NA
"12574 UgyrHJWgkma6OYSDRbN4AaABAg","RFK JR 2024",NA
"12603 UgwMoceGnAI5DH1vHVZ4AaABAg","https://youtu.be/ldQrapQ4d0Y?si=57u_lu8oIjsCC9H8

Joe, this is the key sir",NA
"12634 UgyK3sT5Oov4HSJHaQh4AaABAg","He had 13 days to recover from his travels!!",NA
"12637 Ugxbzk97JGte4nH827Z4AaABAg","Lol.",NA
"12652 Ugw2rjCnPhXET0Fh4Vl4AaABAg","Digging in his heels",NA
"12669 Ugw-eYmWwwKZwnneltR4AaABAg","Europeknewhisproblemsandwerepreparingforatrumppresidency1yearbackwhilethedemocraticpartywassleepingbidenistheworstdemocraticptesidentinhistory",NA
"12687 Ugw_P-MSWVXk8yTQRex4AaABAg","of his journey...",NA
"12699 UgztRT3KaBxDXIL2OUh4AaABAg","The end in August?",NA
"12727 UgwPVpCRCVBs83bnVJJ4AaABAg","Vocal Friiiiooooy",NA
"12734 UgzsMK_tPnlVhpMIHAl4AaABAg","BS",NA
"12770 UgxRGumdNO0rw-9EUVN4AaABAg","Mr Whitehouse",NA
"12779 UgxY1rIOWVUxGFBC7fV4AaABAg","\"\"Muh keys!!!\"\"",NA
"12796 Ugxc2xEyGWXoJZrmIQd4AaABAg","Lol wsj",NA
"12800 UgxinPoq3EzPOlt0wTJ4AaABAg","wsj is trash",NA
"12840 Ugw_yJe7tlRpyp35v0B4AaABAg","Ya.... no.",NA
"12857 Ugymc8qAvJ2M1Zfvhl54AaABAg","ONLY JOE",NA
"12873 Ugx82LiXPkVEVHEX5i54AaABAg","Some of those premises indicate an over consumption of koolaid.",NA
"12907 UgxdMYUSfqT5VCh4z5B4AaABAg","She’s the only",NA
"12938 UgzZFmKIjbwusJMfRgh4AaABAg","This is sudo science lol",NA
"12978 UgwelMAtmNZ-S7z5kfV4AaABAg","This is so bogus.",NA
"12996 UgxsKWkkcOYTzWKgsx14AaABAg","You’re joeking",NA
"13008 Ugxj8NUCuHrYTWkCbjl4AaABAg","Hypocrisy running the ball 😢😅",NA
"13047 Ugww6wKd8or1YUOcjql4AaABAg","Shouldve got an archaeologist viewpoint.",NA
"13077 UgzzpRMrthmpMjkM2Xl4AaABAg","incapable of sincerity or accuracy? or both?",NA
"13088 UgyiNaSoawIw_5BkRLp4AaABAg","Propoganda",NA
"13117 UgzX7hhLtYugfc4fehl4AaABAg","😂😂😂😂😂",NA
"13131 UgzYFnCk3KF_cRR6y5R4AaABAg","RFK!!!!",NA
"13132 UgzTaLB6nS69Rejsv194AaABAg","🤢 🤢",NA
"13152 UgyMzmU8ntOPbWNwcOR4AaABAg","Yrump 2025 he's my man 🙏❤️",NA
"13153 UgwFg3cJJ0nplCIxcyl4AaABAg","Astrology!",NA
"13160 UgwpyyT2ucP8quodVeZ4AaABAg","Now that's a wig!!",NA
"13165 UgzDeIViiBfBjp4gpyh4AaABAg","This guy is such a hack.",NA
"13174 Ugwmftn3LkpScdTVouV4AaABAg","This clip is scripted",NA
"13178 UgxE74iLnY6D9Y5FPph4AaABAg","This could be the END.",NA
"13179 UgxKL-H3XC_3qYDijRh4AaABAg","RUN GEORGE RUN, RUN GEORGE RUN",NA
"13188 UgwB09MujKRDxjTGljl4AaABAg","Win again? You bet,  6 feet under, you will.!",NA
"13214 Ugw-qQQvrqz6oE5VOlZ4AaABAg","😂🍿",NA
"13228 UgxD6-BjN4b7EWNdrRx4AaABAg","\"\"Uncharted Territory\"\".",NA
"13269 Ugxas3GiaYK0lLHu9014AaABAg","🤮",NA
"13291 UgwNAaVaUbFic2uYc1B4AaABAg","RFK 2024",NA
"13306 UgxhipKxBKQIiVq5mZd4AaABAg","Day dreaming😅😅",NA
"13324 Ugz33JeKbNFW3yiau_F4AaABAg","The 𝘗𝘦𝘥𝘰tato.",NA
"13343 UgzoDYXBTY1pdkSBvGR4AaABAg","Bla...bla....bla",NA
"13360 UgwyU_rfuJUWvTYreXV4AaABAg","\"\"Iarunnawinagain\"\"",NA
"13371 UgwUKS3jy7nn3PBi2I54AaABAg","Klobuchar hahaha.",NA
"13381 UgxQdFsJrZ5nBxHiWJt4AaABAg","Ooops!",NA
"13384 UgyZPXDWsrgYe9btR454AaABAg","I am glad that this key ideology is fictitious.",NA
"13408 Ugzjrzy9-CtIlCT49694AaABAg","FJB",NA
"13433 UgzE0wTbdiD-vIq3Qdt4AaABAg","Marxist",NA
"13456 UgwJj23339pdtlFKsxd4AaABAg","Iamwoninamgonawimagain 😅",NA
"13480 Ugznm4b2fJY1RwPOst94AaABAg","T he demorats are going NO WHERE but OUT.",NA
"13489 UgwPypvdxGzRUItnEVF4AaABAg","Gretchen Whitmer says she's not doing it.",NA
"13529 UgyS-OOxtKpceS0PMXR4AaABAg","Rarara rowereeewave win again",NA
"13530 Ugw2w4GtoZTULVC7tFF4AaABAg","What he say??",NA
"13536 UgwjFNgSMOh6hKGD9Ud4AaABAg","A big baloney sandwich",NA
"13555 UgxzAcKStlWK5etI_d94AaABAg","FJB",NA
"13565 UgwKN2GRDt6B-zrKms14AaABAg","Wild hair on this guy",NA
"13580 UgwuyzFbIX6JGisd6ax4AaABAg","#votebluenomatterwho #voteblutosaveourdemocracy #votebluetosavewomenslives",NA
"13584 UgzpiZPn_IoJKdpoJhZ4AaABAg","Bro he's old AF",NA
"13607 UgzurQhTb5QsnDU_Gd14AaABAg","'Again' ?",NA
"13635 UgzZFwp8BYvOtQSqzj94AaABAg","He’s not impartial, is he?",NA
"13648 UgyNySSIf51zRU_MXPh4AaABAg","copium",NA
"13671 UgyD92Qa5yvJdZE5lgZ4AaABAg","Bs",NA
"13682 UgxOg2qfezPtSREYlhZ4AaABAg","This is all a crock",NA
"13720 UgwXfBlVbZ19OiRyyAd4AaABAg","Dream on Airhead...",NA
"13737 UgwSp4cFz5Gl0SWacpB4AaABAg","Wow! What utter garbage.",NA
"13755 Ugw8Ul93fV2z66dLj6J4AaABAg","I smell BS.",NA
"13763 Ugw1rAc_kRNpFIhOB-V4AaABAg","Deanna souders Rensselaer in souders llc",NA
"13784 UgzJ7RmpM1AFiwp-VbR4AaABAg","What a reach 😂",NA
"13821 UgzUVzYGeGaTZg94hal4AaABAg","Is that a toupee?",NA
"13823 Ugya0qIOL4vYBpLNCGB4AaABAg","run Joe run.",NA
"13844 Ugx8Teb5bV6dQMJ7-Lt4AaABAg","What a load of 💩!",NA
"13882 Ugzyrm8umnqRXJ-2XWR4AaABAg","Rubbish.",NA
"13902 UgyRA_qWOmos1Cru8JZ4AaABAg","This guy's a hack.",NA
"13904 UgxnrbTFMUzum2EKx6R4AaABAg","WSJ, Trumpism enablers",NA
"13911 Ugz3hxS1uBOTQCIoIFt4AaABAg","TRES Cool,,Harris Rocks!",NA
"13917 UgydaKk7WwQ9gPxJNVh4AaABAg","This guy is as genuine as his hairpiece.",NA
"13924 UgwCq_ub4dx-ey2-wB54AaABAg","Pundit extraordinaire!",NA
"13935 Ugx-pPx577998ERKADl4AaABAg","Go Biden🎉",NA
"13973 Ugx2QujflxLJ7DUcF-F4AaABAg","Go Trump!!❤",NA
"13992 UgxyQchOUeJ7FLIILj94AaABAg","Biden:👎",NA
"14015 UgymKMn_K-QldERaaVt4AaABAg","what are you smoking",NA
"14048 UgxPwWj0BFCzdK4CEE54AaABAg","this is a stinking pile of bull...",NA
"14056 Ugy2-FbB92sv0Bl_Kfd4AaABAg","Trump❤",NA
"14060 Ugz3ee9EDlHVPTwo7Wl4AaABAg","0:45",NA
"14108 UgwwdPRAoRKP0ID-aK54AaABAg","He recently said he's going to win again in 2020.",NA
"14169 UgxPNThHcPn9TEtRHeN4AaABAg","I aint buyin it.",NA
"14176 UgyjGTrLBe3FChwLQgJ4AaABAg","RFK 2024❤",NA
"14189 Ugxg3-IjYyb57hzu5Fp4AaABAg","Hahahahahahahahaha!!!!!!! JFC lol",NA
"14243 UgzWe_TdcJK_1uNF9tN4AaABAg","Outdated as of this afternoon",NA
"14249 UgwZ090E7zViiWYFHph4AaABAg","Fjb",NA
"14282 UgzZwDTA-u7fovqz0ap4AaABAg","🤣🤣🤡🤡🤡🤡",NA
"14294 Ugylpg5No_Tr2iN_6ml4AaABAg","Damned if they do, damned if they don't.",NA
"14340 Ugw-UtcQz2htlgZqx0h4AaABAg","RFK! RFK! RFK!",NA
"14350 Ugz2lnk7iE3tIRZcYG94AaABAg","that's not the \"\"ultimate sacrifice\"\"",NA
"14357 UgzU-pSbELEWH6o7c5J4AaABAg","This guy has no fkin clue what he is saying",NA
"14388 Ugxz6ffrBO3sJQ38YAd4AaABAg","Cognizant dissonance, abstract BS.",NA
"14398 UgwAJz-f77kPbHwrtrB4AaABAg","Camel A ? Are you kidding 😢",NA
"14409 Ugz20q0QrgHvyDxTBC94AaABAg","Who are you?",NA
"14432 UgwnVwKtLulWhZzJ5Bp4AaABAg","RUN, Joe, RUN !!!",NA
"14467 UgyaP6BwF3ECFQIE5zV4AaABAg","So what are we saying then?",NA
"14479 UgwmX6QH8Mk93YnmDA54AaABAg","Yes it will.",NA
"14516 UgyD2ND5ftAk6kpjp_x4AaABAg","Is this Bevis from the 90's?",NA
"14520 UgymsPZHRO0dvwpGH3l4AaABAg","Yawn.",NA
"14538 UgzkusdDHPAdQyYFpBR4AaABAg","Cope",NA
"14557 UgxHU0rAD6Nu6vEu1W14AaABAg","WSJ lies.",NA
"14579 UgyNT89tzTPPm-FZseV4AaABAg","why is blud so obsessed with keys",NA
"14594 UgxqGcDKH7CUh9gT_354AaABAg","ॐ जय श्री सत्य सनातन वैदिक धर्म की जय हो  , ॐ जय श्री सुदर्शन चक्रधारी भगवान श्रीकृष्ण की जय हो 🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🕉🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩",NA
"14615 Ugy-j4g1OtJu0oyPGgV4AaABAg","🍿🍿🍿🍿🍿🍿",NA
"14628 Ugy7jRggSKqF_HCFtRh4AaABAg","Parkinson’s.",NA
"14655 UgyUTsOg3dodnXKgEbx4AaABAg","Ki jo dil lagi wo bora maan gayaa sawal atnay kiya k hum poch bathay tu kun kha nay lagay may khamaKha..",NA
"14661 Ugx3ySo3P75-YrFrlx54AaABAg","Toupee says what ?",NA
"14681 UgxBu6RUP-DO6muwDZd4AaABAg","MSM IS D.O.A.",NA
"14682 Ugwn-Nydeulre5yoc8F4AaABAg","This guy is too tied to his formula. What we are seeing is unprecedented.",NA
"14683 UgyJ8zrN8H8cAEBn3Jl4AaABAg","BBBBSSSS",NA
"14721 UgzTBvnNY46bo4tppjx4AaABAg","Harry Truman '48.",NA
"14725 UgzjGctZa89XMHgNjoF4AaABAg","Paid?",NA
"14753 UgzYFuXBvZLPaWQi-kB4AaABAg","Yes it would lol",NA
"14767 Ugwx24ydCJvljh5k9wF4AaABAg","several keys are highly subjective",NA
"14799 UgyXhX7utn0wTBkowGV4AaABAg","70s",NA
"14802 Ugy4_lD-y_COmEiv5iZ4AaABAg","💙💙💙🕊️💙🕊️💙💙",NA
"14817 UgzdJ0bSJnTPnuzWlXd4AaABAg","❤",NA
"14842 UgzIydZYvT_1pRD-1QJ4AaABAg","LOL",NA
"14844 Ugw7Ay6sOscwlLdSfbd4AaABAg","Laughable.",NA
"14869 UgzstdSm8GJ39dV8Psd4AaABAg","🔵 DEMOCRACY
🔴 FA45ISM",NA
"14930 UgzHjw7CT4XHQsG01HB4AaABAg","Hobsonschoice",NA
"14934 UgyYtoNNoSnOTKEyDwB4AaABAg","😂😂😂😂😂😂",NA
"15003 Ugwm4BThCvhcBTvun7N4AaABAg","Lol who?",NA
"15010 UgwV3gigPTVPYvfw8T54AaABAg","Win again hahaha",NA
"15011 Ugycb5DoZzPSqnGmE3B4AaABAg","Win again hahaha",NA
"15018 UgxCTGSeY9_Dvjm_nfJ4AaABAg","FJB",NA
"15022 Ugy0IM9ChUy8q-mlmsV4AaABAg","Rubbish",NA
"15037 Ugx2LpHo1uuO7ACqc8l4AaABAg","imao that guy's wig",NA
"15084 UgxkEZkzfpA9vtOqEAt4AaABAg","They'll win if they nominate Big Mike",NA
"15113 Ugz9kZzQcmyLbw5VpNl4AaABAg","Stubborn willpower",NA
"15129 Ugz1JdRclQcr1SY-tMt4AaABAg","1:22 they sneaked in Klobuchar 💀",NA
"15155 UgxJdDbikDuJsYDEC9x4AaABAg","RFK 2024!",NA
"15197 UgyR7Hosa-fOUQkbaxZ4AaABAg","ahhhamrunninaaaahhwinagin",NA
"15202 UgzVRilmDEDvy6xSnJd4AaABAg","Whitmer...  LOL",NA
"15212 Ugxhg3oeL6SaEJ59xdR4AaABAg","This guy is a hack",NA
"15214 UgwdnS_5X_ZOGfbS4DV4AaABAg","Meh.",NA
"15220 UgzPoIRM22RjbuG44KV4AaABAg","ANYONE BUT NEWSOME...ANYONE",NA
"15231 Ugzn_MsOWkJU2j1jkS94AaABAg","DementiaJoe. Nuff said!!!",NA
"15239 UgyzURvwJlMUpREgGXh4AaABAg","FJB",NA
"15250 UgyB827lEjGOvaLr_754AaABAg","Blud is not rockin' that 2010 Justin Bieber swoosh.",NA
"15259 Ugy-QNK716lw08H0Y1h4AaABAg","The idiotic screams of his clapping seals,",NA
"15288 Ugxhwfvn5nf1JW4PTwJ4AaABAg","❤",NA
"15324 Ugyh7XbwdFgbtoAxa454AaABAg","Bloviation",NA
"15348 Ugy0OTzhtthC1rGNn_p4AaABAg","The KEY 🔑 REALLY",NA
"15405 UgyoOmW4L3enq9-G8QR4AaABAg","Yes he is going to win.",NA
"15408 UgzAWhQLfgPExdj0tYZ4AaABAg","💙💙💙💙💙💙💙💙💙💙",NA
"15425 UgyPhL9-Oo7OmNLUYOt4AaABAg","K kk...J7D !! OMG !!!",NA
"15473 UgwyzTS625XcVr3FdUJ4AaABAg","I would dispute some of this guy's assessments...",NA
"15484 UgxUnbtSis722J23uOp4AaABAg","😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂",NA
"15485 Ugyh3sCDYfwdnNgAhch4AaABAg","Snooze fest",NA
"15497 UgynLf6_t09CVVudRsN4AaABAg","This is Hocus pocus idiocy",NA
"15514 Ugy0WWe_jL-317A4X-J4AaABAg","I warned yal that Barry can't rap.😅",NA
"15515 UgzFIOPTODg9htnELKZ4AaABAg","😅",NA
"15531 UgyVvC8L-anFtH1RnlN4AaABAg","WEEKEND AT BERNIES😂",NA
"15552 Ugx324Cg1fszf-qUQU14AaABAg","😂😂😂😂😂😂",NA
"15615 UgzZdQD4To1K14fmhBd4AaABAg","https://youtu.be/BHnaFSGWA_4 Inauguration",NA
"15628 UgxZBReEqXqlh8CbA-54AaABAg","Where's Menania?",NA
"15636 UgzxKGwQ8tVckMndlBt4AaABAg","This is literal piss forest",NA
"15648 UgzbEyPWqyHVrA9iqmB4AaABAg","This smells communism",NA
"15654 Ugwh-YzkZIZBLvqzVpl4AaABAg","What \"\"Tremendous Falsehoods\"\"?",NA
"15680 Ugw9kF2KQZOfzlbXADp4AaABAg","CNN, domestic terrorists ✌🏼🇺🇸",NA
"15688 UgygUFGKDTeFCRjA_vR4AaABAg","Bidenas .. Veni, vidi, oblitus sum",NA
"15703 UgxFge4dskQ1maTfAqt4AaABAg","3:49 is the CNN studio leaking?",NA
"15777 UgwOEvvsllyUaoJ00jV4AaABAg","This is entertaining",NA
"15784 Ugzeo9b_hSamYC7-PN54AaABAg","UTube censorship 😢😂😮",NA
"15785 UgxLQveLfHjxumGwjs94AaABAg","🤣🤣🤣🤣🤣🤣",NA
"15787 Ugy3i89aM4m6XVIrOWh4AaABAg","Hahahahahaha FJB",NA
"15791 UgzfGfyzS71x5b6z-jR4AaABAg","🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️🤦🏻‍♀️",NA
"15799 UgwHfMW89IErZN2J7_N4AaABAg","https://youtu.be/_CjEkxrpan4?feature=shared",NA
"15806 UgzvbMnYEuGzcbuwu1p4AaABAg","#rfkjr",NA
"15896 Ugxo2lXQapC2P7Hdxy94AaABAg","It’s over CNN",NA
"15905 UgwdVpMz-QmQ1BdmF-14AaABAg","Gucked up",NA
"15926 UgyOsi75vC1ZHgmZ3jZ4AaABAg","😂",NA
"15928 Ugxh1w5CqvDw-sxebWF4AaABAg","Sickening",NA
"15930 Ugz5j98EWhaLYjOYiTV4AaABAg","Get him out of here!",NA
"15936 UgwFrNO6VzJIqmsJhUJ4AaABAg","What did he lie about",NA
"15937 Ugxg_8Xhvja7lBSTg6B4AaABAg","On what",NA
"15957 UgzynPJZN0XpD-KT1CJ4AaABAg","Did van cry",NA
"15964 UgwMY8nEKtLZmyoV2Jx4AaABAg","Lol, hahaha lmfao",NA
"16009 UgzJ7edGuVjTMmehWKZ4AaABAg","😢",NA
"16040 Ugywp8wny_ya3MGFVfZ4AaABAg","BAAHAHAHAAA!",NA
"16047 UgxXiiAqpzs5a4sa5U94AaABAg","DSantis for VP",NA
"16061 UgyFiXVotdJPDzk-sO94AaABAg","https://sanalamhamdialkamari.blogspot.com/2024/06/blog-post_30.html?m=1",NA
"16107 UgzHPhlvWGdMBjj5AXB4AaABAg","He's EIGHTY ONE!!!!",NA
"16136 Ugw-1XBTlp02lrKHJYB4AaABAg","What about RFK Jr?",NA
"16166 UgydxZ1BnWPkWS4GilF4AaABAg","this is all an act",NA
"16168 Ugy7SwKMalxweUhlMJl4AaABAg","🔊 DJT 2024❗ 🇺🇸",NA
"16188 UgzX1ojQ7VynR9NnwT94AaABAg","Soy boy!!",NA
"16202 UgxEGYJXVDcP-XDtjJJ4AaABAg","Lol ha ha put on a mask",NA
"16223 UgxX6O9JljXf9-tm_lR4AaABAg","FJB",NA
"16243 UgxTyv--pQ3XhoJRadh4AaABAg","Hahahahahaha.",NA
"16251 UgztJcDbHOWAiyAnVJ14AaABAg","Hypocrites!!",NA
"16256 UgxNnhBeZFnycS1g8Jx4AaABAg","FJB",NA
"16309 UgwtL9PrgxMVDSTc41h4AaABAg","Vomiting",NA
"16325 UgzUf8ynuPVM1JWwzXp4AaABAg","😂😂😂😂😂",NA
"16337 UgwBQzDx5hP28DD-gHh4AaABAg","CNN EL VOCERO DE LA AIPAC🤑🤑🤑🤑",NA
"16357 UgyGeN9_VNZuUK3jqqZ4AaABAg","Lolol cry!",NA
"16365 Ugz9HMybBbAS5LddPmF4AaABAg","Lol",NA
"16367 UgwC_jgkUpcpKcCnX8N4AaABAg","⏳️6:50
>>>Skip to VJ",NA
"16381 Ugx7Qz4RDc2UZejvgo94AaABAg","🚨🚨🚨🚨🚨🚨Biden be in hospice by December 😂😂😂😂😂😂😂😂😂😂😂",NA
"16396 UgxQDoKQyKQX2ksNw_h4AaABAg","😂",NA
"16407 Ugym5P3kCyDcuZFfzrx4AaABAg","This nigga bout to cry 😢",NA
"16417 UgzEQbUNcCBYYa88rrh4AaABAg","Hey CNN",NA
"16430 Ugyp9quDyDd3y6ezKSJ4AaABAg","Awwww😂poor van😅",NA
"16455 UgydKuv3Tl4xpGAgpSt4AaABAg","Ha! They cut out what Jennings said!",NA
"16458 UgwP9LzAGa12ozUjyah4AaABAg","FJB",NA
"16464 UgzhoGitNie2gsz-lB94AaABAg","\"\"It was a whitelash\"\" what a turd",NA
"16521 Ugyi2zD1XOYXumzGK154AaABAg","Anderson Cooper is a paid US agent. Operation Mockingbird",NA
"16532 UgyzAcpCWlrQteN5OsR4AaABAg","CNN you are not journalist",NA
"16536 Ugwru3Ybx9GEeUFmVUV4AaABAg","\"\"This was a whitelash\"\".",NA
"16589 Ugz452FDFiQX_t3SNU94AaABAg","Haters",NA
"16625 UgwLalEQlk0ErtGxqlp4AaABAg","😅",NA
"16635 UgwzwAxEFl8kkhmI1oJ4AaABAg","Visit www.sqdf.co.za to see an update",NA
"16645 UgzioM-kYIsqL_rSu3V4AaABAg","lol",NA
"16705 UgzRI5P77ky1ZIf7p8t4AaABAg","Bi done is what that was...",NA
"16737 Ugx551vMnjuLFdVTSCF4AaABAg","Yall med your bed fuckes. 😅😅😅",NA
"16752 Ugy7hsYzX7iuZyXLvsZ4AaABAg","HAHAAAAA!!!!!!",NA
"16769 UgxLJ3ssefreNALGSCN4AaABAg","David Hog Urban.",NA
"16814 UgwbiONilsS9v88yuqh4AaABAg","🤦🏽‍♀️",NA
"16851 UgxbTGlJ8cHrCFIdT294AaABAg","OH VAN",NA
"16858 Ugx12W7B6STI_TCZq7V4AaABAg","Hey CNN…fix your audio",NA
"16877 UgwvQPNbq7sV7unNYuF4AaABAg","HAHAHAHAHAHAHAHAHAHAHAHAHAHAHA....Awesome! ..................Eat it !",NA
"16948 UgzB7xYgSYjhH-PLJRt4AaABAg","my girl Abby",NA
"16949 Ugy_U5INyVQIpNr9f2h4AaABAg","Hahahahahahahahahahahahahhahahahahhahahaahhahahahahahhahahahahahahhahahhahahahahahahahhahahahahhahahah",NA
"16977 Ugx_5X9M7ZWc6HfaRkp4AaABAg","FJB",NA
"16992 UgyJaHANxAvzSTgzfrN4AaABAg","Who's thumbuling this cl○wn sh○₩ up??👎👎👎👎👎🤡",NA
"17084 UgxjMcrGRxqoJ4oi8yd4AaABAg","JOE THE JOKE😂😂😂😂🎉🎉🎉",NA
